Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
*****************************************
| distributed init (rank 0): env://
| distributed init (rank 1): env://
Namespace(data_path='/media/data/coco2017', weights_path=None, dataset='coco', model='my_fcos_resnet50_fpn', device='cuda', batch_size=2, epochs=26, workers=4, opt='sgd', lr=0.005, momentum=0.9, weight_decay=0.0001, norm_weight_decay=None, lr_scheduler='multisteplr', lr_step_size=8, lr_steps=[16, 22], lr_gamma=0.1, print_freq=20, output_dir='./outputs/FCOS/s3c_s4o_s5g', resume='', start_epoch=0, aspect_ratio_group_factor=3, rpn_score_thresh=None, trainable_backbone_layers=None, data_augmentation='hflip', sync_bn=False, test_only=False, use_deterministic_algorithms=False, world_size=2, dist_url='env://', weights=None, weights_backbone='ResNet50_Weights.IMAGENET1K_V1', amp=True, use_copypaste=False, backend='pil', use_v2=False, rank=0, gpu=0, distributed=True, dist_backend='nccl')
Loading data
root:  /media/data/coco2017
img_folder:  train2017
loading annotations into memory...
Done (t=8.31s)
creating index...
index created!
root:  /media/data/coco2017
img_folder:  val2017
loading annotations into memory...
Done (t=0.21s)
creating index...
index created!
Creating data loaders
Using [0, 0.5, 0.6299605249474365, 0.7937005259840997, 1.0, 1.259921049894873, 1.5874010519681991, 2.0, inf] as bins for aspect ratio quantization
Count of instances per bin: [  104   982 24236  2332  8225 74466  5763  1158]
Creating model
return_layers: {'layer2': '0', 'layer3': '1', 'layer4': '2'}
extra_blocks: LastLevelP6P7(
  (p6): Conv2d(256, 256, kernel_size=(3, 3), stride=(2, 2), padding=(1, 1))
  (p7): Conv2d(256, 256, kernel_size=(3, 3), stride=(2, 2), padding=(1, 1))
)
Loading weights from ResNet50_Weights.IMAGENET1K_V1
return_layers: {'layer2': '0', 'layer3': '1', 'layer4': '2'}
extra_blocks: LastLevelP6P7(
  (p6): Conv2d(256, 256, kernel_size=(3, 3), stride=(2, 2), padding=(1, 1))
  (p7): Conv2d(256, 256, kernel_size=(3, 3), stride=(2, 2), padding=(1, 1))
)
Start training
Epoch: [0]  [ 1660/29316]  eta: 1:41:00  lr: 0.005000  loss: 1.6940 (1.9349)  bbox_ctrness: 0.6457 (0.6618)  bbox_regression: 0.4049 (0.4885)  classification: 0.6595 (0.7846)  time: 0.2198  data: 0.0034  max mem: 5433
Epoch: [0]  [ 1680/29316]  eta: 1:40:57  lr: 0.005000  loss: 1.7043 (1.9323)  bbox_ctrness: 0.6462 (0.6617)  bbox_regression: 0.4139 (0.4875)  classification: 0.6759 (0.7832)  time: 0.2211  data: 0.0033  max mem: 5433
Epoch: [0]  [ 1700/29316]  eta: 1:40:52  lr: 0.005000  loss: 1.7144 (1.9296)  bbox_ctrness: 0.6470 (0.6615)  bbox_regression: 0.4094 (0.4866)  classification: 0.6648 (0.7815)  time: 0.2173  data: 0.0033  max mem: 5433
Epoch: [0]  [ 1720/29316]  eta: 1:40:46  lr: 0.005000  loss: 1.6217 (1.9265)  bbox_ctrness: 0.6446 (0.6613)  bbox_regression: 0.4031 (0.4858)  classification: 0.6090 (0.7794)  time: 0.2169  data: 0.0035  max mem: 5433
Epoch: [0]  [ 1740/29316]  eta: 1:40:42  lr: 0.005000  loss: 1.6990 (1.9241)  bbox_ctrness: 0.6484 (0.6612)  bbox_regression: 0.4268 (0.4850)  classification: 0.6333 (0.7779)  time: 0.2181  data: 0.0035  max mem: 5433
Epoch: [0]  [ 1760/29316]  eta: 1:40:37  lr: 0.005000  loss: 1.6552 (1.9211)  bbox_ctrness: 0.6438 (0.6610)  bbox_regression: 0.3789 (0.4840)  classification: 0.5997 (0.7761)  time: 0.2193  data: 0.0035  max mem: 5433
Epoch: [0]  [ 1780/29316]  eta: 1:40:33  lr: 0.005000  loss: 1.6546 (1.9184)  bbox_ctrness: 0.6462 (0.6609)  bbox_regression: 0.3991 (0.4831)  classification: 0.5756 (0.7744)  time: 0.2204  data: 0.0036  max mem: 5436
Epoch: [0]  [ 1800/29316]  eta: 1:40:31  lr: 0.005000  loss: 1.6448 (1.9155)  bbox_ctrness: 0.6489 (0.6608)  bbox_regression: 0.3919 (0.4823)  classification: 0.5869 (0.7723)  time: 0.2240  data: 0.0036  max mem: 5436
Epoch: [0]  [ 1820/29316]  eta: 1:40:25  lr: 0.005000  loss: 1.6484 (1.9127)  bbox_ctrness: 0.6464 (0.6607)  bbox_regression: 0.3791 (0.4813)  classification: 0.6194 (0.7707)  time: 0.2161  data: 0.0034  max mem: 5436
Epoch: [0]  [ 1840/29316]  eta: 1:40:21  lr: 0.005000  loss: 1.6767 (1.9098)  bbox_ctrness: 0.6449 (0.6605)  bbox_regression: 0.3655 (0.4802)  classification: 0.6364 (0.7691)  time: 0.2212  data: 0.0034  max mem: 5436
Epoch: [0]  [ 1860/29316]  eta: 1:40:16  lr: 0.005000  loss: 1.6781 (1.9074)  bbox_ctrness: 0.6385 (0.6603)  bbox_regression: 0.3828 (0.4793)  classification: 0.6198 (0.7678)  time: 0.2147  data: 0.0035  max mem: 5436
Epoch: [0]  [ 1880/29316]  eta: 1:40:10  lr: 0.005000  loss: 1.6935 (1.9049)  bbox_ctrness: 0.6424 (0.6601)  bbox_regression: 0.3841 (0.4783)  classification: 0.6371 (0.7665)  time: 0.2150  data: 0.0034  max mem: 5436
Epoch: [0]  [ 1900/29316]  eta: 1:40:06  lr: 0.005000  loss: 1.6875 (1.9026)  bbox_ctrness: 0.6536 (0.6600)  bbox_regression: 0.4149 (0.4776)  classification: 0.6233 (0.7650)  time: 0.2204  data: 0.0035  max mem: 5436
Epoch: [0]  [ 1920/29316]  eta: 1:40:02  lr: 0.005000  loss: 1.6130 (1.8997)  bbox_ctrness: 0.6465 (0.6599)  bbox_regression: 0.3777 (0.4767)  classification: 0.5678 (0.7632)  time: 0.2208  data: 0.0034  max mem: 5436
Epoch: [0]  [ 1940/29316]  eta: 1:39:59  lr: 0.005000  loss: 1.6378 (1.8971)  bbox_ctrness: 0.6514 (0.6598)  bbox_regression: 0.4016 (0.4759)  classification: 0.5727 (0.7614)  time: 0.2233  data: 0.0036  max mem: 5436
Epoch: [0]  [ 1960/29316]  eta: 1:39:52  lr: 0.005000  loss: 1.6485 (1.8949)  bbox_ctrness: 0.6441 (0.6597)  bbox_regression: 0.3833 (0.4751)  classification: 0.6171 (0.7601)  time: 0.2095  data: 0.0038  max mem: 5436
Epoch: [0]  [ 1980/29316]  eta: 1:39:48  lr: 0.005000  loss: 1.6148 (1.8922)  bbox_ctrness: 0.6432 (0.6596)  bbox_regression: 0.3860 (0.4742)  classification: 0.5800 (0.7584)  time: 0.2216  data: 0.0035  max mem: 5436
Epoch: [0]  [ 2000/29316]  eta: 1:39:44  lr: 0.005000  loss: 1.6830 (1.8900)  bbox_ctrness: 0.6569 (0.6595)  bbox_regression: 0.4161 (0.4737)  classification: 0.5971 (0.7567)  time: 0.2184  data: 0.0035  max mem: 5436
Epoch: [0]  [ 2020/29316]  eta: 1:39:39  lr: 0.005000  loss: 1.6836 (1.8881)  bbox_ctrness: 0.6590 (0.6595)  bbox_regression: 0.4400 (0.4732)  classification: 0.6236 (0.7554)  time: 0.2180  data: 0.0036  max mem: 5436
Epoch: [0]  [ 2040/29316]  eta: 1:39:33  lr: 0.005000  loss: 1.6498 (1.8858)  bbox_ctrness: 0.6417 (0.6594)  bbox_regression: 0.3749 (0.4724)  classification: 0.6208 (0.7541)  time: 0.2118  data: 0.0036  max mem: 5436
Epoch: [0]  [ 2060/29316]  eta: 1:39:28  lr: 0.005000  loss: 1.6957 (1.8842)  bbox_ctrness: 0.6494 (0.6593)  bbox_regression: 0.4065 (0.4717)  classification: 0.6694 (0.7532)  time: 0.2172  data: 0.0036  max mem: 5436
Epoch: [0]  [ 2080/29316]  eta: 1:39:24  lr: 0.005000  loss: 1.6518 (1.8820)  bbox_ctrness: 0.6471 (0.6591)  bbox_regression: 0.4073 (0.4711)  classification: 0.5974 (0.7518)  time: 0.2195  data: 0.0033  max mem: 5436
Epoch: [0]  [ 2100/29316]  eta: 1:39:19  lr: 0.005000  loss: 1.5745 (1.8797)  bbox_ctrness: 0.6414 (0.6590)  bbox_regression: 0.3871 (0.4702)  classification: 0.5819 (0.7505)  time: 0.2181  data: 0.0035  max mem: 5436
Epoch: [0]  [ 2120/29316]  eta: 1:39:15  lr: 0.005000  loss: 1.5721 (1.8771)  bbox_ctrness: 0.6489 (0.6589)  bbox_regression: 0.3798 (0.4695)  classification: 0.5547 (0.7487)  time: 0.2214  data: 0.0033  max mem: 5436
Epoch: [0]  [ 2140/29316]  eta: 1:39:11  lr: 0.005000  loss: 1.6469 (1.8751)  bbox_ctrness: 0.6427 (0.6588)  bbox_regression: 0.3773 (0.4687)  classification: 0.6350 (0.7476)  time: 0.2206  data: 0.0037  max mem: 5436
Epoch: [0]  [ 2160/29316]  eta: 1:39:06  lr: 0.005000  loss: 1.6418 (1.8731)  bbox_ctrness: 0.6489 (0.6587)  bbox_regression: 0.4068 (0.4682)  classification: 0.6097 (0.7463)  time: 0.2154  data: 0.0036  max mem: 5436
Epoch: [0]  [ 2180/29316]  eta: 1:39:02  lr: 0.005000  loss: 1.6632 (1.8712)  bbox_ctrness: 0.6483 (0.6586)  bbox_regression: 0.3876 (0.4674)  classification: 0.6393 (0.7452)  time: 0.2218  data: 0.0036  max mem: 5436
Epoch: [0]  [ 2200/29316]  eta: 1:38:59  lr: 0.005000  loss: 1.6190 (1.8688)  bbox_ctrness: 0.6424 (0.6584)  bbox_regression: 0.3585 (0.4666)  classification: 0.5971 (0.7438)  time: 0.2222  data: 0.0038  max mem: 5436
Epoch: [0]  [ 2220/29316]  eta: 1:38:54  lr: 0.005000  loss: 1.5949 (1.8664)  bbox_ctrness: 0.6386 (0.6583)  bbox_regression: 0.3822 (0.4657)  classification: 0.5812 (0.7424)  time: 0.2182  data: 0.0034  max mem: 5436
Epoch: [0]  [ 2240/29316]  eta: 1:38:49  lr: 0.005000  loss: 1.6158 (1.8643)  bbox_ctrness: 0.6501 (0.6582)  bbox_regression: 0.3954 (0.4651)  classification: 0.5556 (0.7410)  time: 0.2173  data: 0.0036  max mem: 5436
Epoch: [0]  [ 2260/29316]  eta: 1:38:45  lr: 0.005000  loss: 1.5788 (1.8621)  bbox_ctrness: 0.6480 (0.6581)  bbox_regression: 0.3946 (0.4645)  classification: 0.5619 (0.7394)  time: 0.2183  data: 0.0038  max mem: 5436
Epoch: [0]  [ 2280/29316]  eta: 1:38:40  lr: 0.005000  loss: 1.5905 (1.8596)  bbox_ctrness: 0.6435 (0.6580)  bbox_regression: 0.3835 (0.4638)  classification: 0.5504 (0.7378)  time: 0.2168  data: 0.0039  max mem: 5436
Epoch: [0]  [ 2300/29316]  eta: 1:38:35  lr: 0.005000  loss: 1.5870 (1.8576)  bbox_ctrness: 0.6440 (0.6579)  bbox_regression: 0.3723 (0.4630)  classification: 0.5773 (0.7367)  time: 0.2185  data: 0.0036  max mem: 5436
Epoch: [0]  [ 2320/29316]  eta: 1:38:31  lr: 0.005000  loss: 1.6539 (1.8559)  bbox_ctrness: 0.6489 (0.6578)  bbox_regression: 0.3788 (0.4623)  classification: 0.6424 (0.7357)  time: 0.2178  data: 0.0037  max mem: 5436
Epoch: [0]  [ 2340/29316]  eta: 1:38:26  lr: 0.005000  loss: 1.6150 (1.8538)  bbox_ctrness: 0.6466 (0.6577)  bbox_regression: 0.3886 (0.4617)  classification: 0.5629 (0.7344)  time: 0.2171  data: 0.0039  max mem: 5436
Epoch: [0]  [ 2360/29316]  eta: 1:38:22  lr: 0.005000  loss: 1.5820 (1.8516)  bbox_ctrness: 0.6456 (0.6576)  bbox_regression: 0.3799 (0.4611)  classification: 0.5537 (0.7329)  time: 0.2201  data: 0.0037  max mem: 5436
Epoch: [0]  [ 2380/29316]  eta: 1:38:18  lr: 0.005000  loss: 1.6418 (1.8500)  bbox_ctrness: 0.6540 (0.6576)  bbox_regression: 0.4075 (0.4605)  classification: 0.6002 (0.7319)  time: 0.2219  data: 0.0038  max mem: 5436
Epoch: [0]  [ 2400/29316]  eta: 1:38:15  lr: 0.005000  loss: 1.5872 (1.8481)  bbox_ctrness: 0.6477 (0.6575)  bbox_regression: 0.3819 (0.4598)  classification: 0.5630 (0.7308)  time: 0.2226  data: 0.0037  max mem: 5436
Epoch: [0]  [ 2420/29316]  eta: 1:38:10  lr: 0.005000  loss: 1.6460 (1.8464)  bbox_ctrness: 0.6483 (0.6574)  bbox_regression: 0.4169 (0.4594)  classification: 0.5613 (0.7296)  time: 0.2195  data: 0.0034  max mem: 5436
Epoch: [0]  [ 2440/29316]  eta: 1:38:07  lr: 0.005000  loss: 1.6540 (1.8448)  bbox_ctrness: 0.6467 (0.6573)  bbox_regression: 0.3817 (0.4588)  classification: 0.6269 (0.7286)  time: 0.2220  data: 0.0037  max mem: 5436
Epoch: [0]  [ 2460/29316]  eta: 1:38:03  lr: 0.005000  loss: 1.6528 (1.8431)  bbox_ctrness: 0.6395 (0.6572)  bbox_regression: 0.3820 (0.4582)  classification: 0.6159 (0.7276)  time: 0.2231  data: 0.0035  max mem: 5436
Epoch: [0]  [ 2480/29316]  eta: 1:37:58  lr: 0.005000  loss: 1.7079 (1.8419)  bbox_ctrness: 0.6477 (0.6571)  bbox_regression: 0.4240 (0.4579)  classification: 0.6041 (0.7268)  time: 0.2178  data: 0.0040  max mem: 5436
Epoch: [0]  [ 2500/29316]  eta: 1:37:54  lr: 0.005000  loss: 1.7150 (1.8409)  bbox_ctrness: 0.6503 (0.6571)  bbox_regression: 0.4127 (0.4575)  classification: 0.6268 (0.7263)  time: 0.2208  data: 0.0040  max mem: 5436
Epoch: [0]  [ 2520/29316]  eta: 1:37:50  lr: 0.005000  loss: 1.6926 (1.8397)  bbox_ctrness: 0.6461 (0.6570)  bbox_regression: 0.3902 (0.4569)  classification: 0.6441 (0.7258)  time: 0.2176  data: 0.0037  max mem: 5436
Epoch: [0]  [ 2540/29316]  eta: 1:37:45  lr: 0.005000  loss: 1.6314 (1.8382)  bbox_ctrness: 0.6490 (0.6569)  bbox_regression: 0.3898 (0.4565)  classification: 0.5926 (0.7248)  time: 0.2189  data: 0.0039  max mem: 5436
Epoch: [0]  [ 2560/29316]  eta: 1:37:41  lr: 0.005000  loss: 1.6058 (1.8366)  bbox_ctrness: 0.6475 (0.6568)  bbox_regression: 0.3774 (0.4559)  classification: 0.5977 (0.7238)  time: 0.2190  data: 0.0039  max mem: 5436
Epoch: [0]  [ 2580/29316]  eta: 1:37:37  lr: 0.005000  loss: 1.6052 (1.8348)  bbox_ctrness: 0.6504 (0.6568)  bbox_regression: 0.3813 (0.4553)  classification: 0.5776 (0.7227)  time: 0.2223  data: 0.0036  max mem: 5436
Epoch: [0]  [ 2600/29316]  eta: 1:37:33  lr: 0.005000  loss: 1.5846 (1.8330)  bbox_ctrness: 0.6435 (0.6567)  bbox_regression: 0.3847 (0.4547)  classification: 0.5505 (0.7215)  time: 0.2185  data: 0.0036  max mem: 5436
Epoch: [0]  [ 2620/29316]  eta: 1:37:28  lr: 0.005000  loss: 1.5958 (1.8313)  bbox_ctrness: 0.6414 (0.6566)  bbox_regression: 0.3832 (0.4542)  classification: 0.5763 (0.7205)  time: 0.2155  data: 0.0038  max mem: 5436
Epoch: [0]  [ 2640/29316]  eta: 1:37:24  lr: 0.005000  loss: 1.6482 (1.8299)  bbox_ctrness: 0.6422 (0.6565)  bbox_regression: 0.3620 (0.4536)  classification: 0.6248 (0.7197)  time: 0.2220  data: 0.0036  max mem: 5436
Epoch: [0]  [ 2660/29316]  eta: 1:37:19  lr: 0.005000  loss: 1.5827 (1.8281)  bbox_ctrness: 0.6391 (0.6564)  bbox_regression: 0.3549 (0.4529)  classification: 0.5727 (0.7188)  time: 0.2169  data: 0.0036  max mem: 5436
Epoch: [0]  [ 2680/29316]  eta: 1:37:13  lr: 0.005000  loss: 1.5978 (1.8266)  bbox_ctrness: 0.6497 (0.6563)  bbox_regression: 0.3794 (0.4524)  classification: 0.5643 (0.7178)  time: 0.2104  data: 0.0034  max mem: 5436
Epoch: [0]  [ 2700/29316]  eta: 1:37:08  lr: 0.005000  loss: 1.5992 (1.8250)  bbox_ctrness: 0.6460 (0.6562)  bbox_regression: 0.3967 (0.4520)  classification: 0.5513 (0.7168)  time: 0.2152  data: 0.0036  max mem: 5436
Epoch: [0]  [ 2720/29316]  eta: 1:37:04  lr: 0.005000  loss: 1.5424 (1.8231)  bbox_ctrness: 0.6376 (0.6561)  bbox_regression: 0.3606 (0.4513)  classification: 0.5605 (0.7156)  time: 0.2208  data: 0.0034  max mem: 5436
Epoch: [0]  [ 2740/29316]  eta: 1:36:59  lr: 0.005000  loss: 1.5284 (1.8211)  bbox_ctrness: 0.6460 (0.6560)  bbox_regression: 0.3690 (0.4508)  classification: 0.5139 (0.7143)  time: 0.2185  data: 0.0037  max mem: 5436
Epoch: [0]  [ 2760/29316]  eta: 1:36:55  lr: 0.005000  loss: 1.5984 (1.8195)  bbox_ctrness: 0.6524 (0.6560)  bbox_regression: 0.3686 (0.4503)  classification: 0.5392 (0.7132)  time: 0.2211  data: 0.0037  max mem: 5436
Epoch: [0]  [ 2780/29316]  eta: 1:36:51  lr: 0.005000  loss: 1.6111 (1.8180)  bbox_ctrness: 0.6486 (0.6560)  bbox_regression: 0.3724 (0.4499)  classification: 0.5651 (0.7122)  time: 0.2208  data: 0.0036  max mem: 5436
Epoch: [0]  [ 2800/29316]  eta: 1:36:48  lr: 0.005000  loss: 1.5423 (1.8163)  bbox_ctrness: 0.6427 (0.6558)  bbox_regression: 0.3681 (0.4493)  classification: 0.5462 (0.7112)  time: 0.2226  data: 0.0035  max mem: 5436
Epoch: [0]  [ 2820/29316]  eta: 1:36:42  lr: 0.005000  loss: 1.6070 (1.8151)  bbox_ctrness: 0.6466 (0.6558)  bbox_regression: 0.4134 (0.4491)  classification: 0.5618 (0.7103)  time: 0.2103  data: 0.0037  max mem: 5436
Epoch: [0]  [ 2840/29316]  eta: 1:36:37  lr: 0.005000  loss: 1.6372 (1.8139)  bbox_ctrness: 0.6458 (0.6557)  bbox_regression: 0.3744 (0.4486)  classification: 0.5964 (0.7095)  time: 0.2161  data: 0.0039  max mem: 5436
Epoch: [0]  [ 2860/29316]  eta: 1:36:33  lr: 0.005000  loss: 1.5776 (1.8123)  bbox_ctrness: 0.6459 (0.6557)  bbox_regression: 0.3777 (0.4481)  classification: 0.5582 (0.7085)  time: 0.2224  data: 0.0037  max mem: 5436
Epoch: [0]  [ 2880/29316]  eta: 1:36:29  lr: 0.005000  loss: 1.5676 (1.8106)  bbox_ctrness: 0.6431 (0.6556)  bbox_regression: 0.3675 (0.4476)  classification: 0.5305 (0.7074)  time: 0.2227  data: 0.0037  max mem: 5436
Epoch: [0]  [ 2900/29316]  eta: 1:36:24  lr: 0.005000  loss: 1.5656 (1.8090)  bbox_ctrness: 0.6412 (0.6555)  bbox_regression: 0.3642 (0.4471)  classification: 0.5432 (0.7064)  time: 0.2174  data: 0.0036  max mem: 5436
Epoch: [0]  [ 2920/29316]  eta: 1:36:20  lr: 0.005000  loss: 1.5732 (1.8074)  bbox_ctrness: 0.6477 (0.6554)  bbox_regression: 0.3844 (0.4466)  classification: 0.5380 (0.7053)  time: 0.2193  data: 0.0035  max mem: 5436
Epoch: [0]  [ 2940/29316]  eta: 1:36:16  lr: 0.005000  loss: 1.5351 (1.8058)  bbox_ctrness: 0.6404 (0.6553)  bbox_regression: 0.3522 (0.4460)  classification: 0.5649 (0.7044)  time: 0.2179  data: 0.0035  max mem: 5436
Epoch: [0]  [ 2960/29316]  eta: 1:36:11  lr: 0.005000  loss: 1.5527 (1.8042)  bbox_ctrness: 0.6460 (0.6553)  bbox_regression: 0.3885 (0.4455)  classification: 0.5491 (0.7034)  time: 0.2197  data: 0.0037  max mem: 5436
Epoch: [0]  [ 2980/29316]  eta: 1:36:07  lr: 0.005000  loss: 1.5243 (1.8026)  bbox_ctrness: 0.6394 (0.6552)  bbox_regression: 0.3730 (0.4451)  classification: 0.5530 (0.7023)  time: 0.2195  data: 0.0035  max mem: 5436
Epoch: [0]  [ 3000/29316]  eta: 1:36:02  lr: 0.005000  loss: 1.5837 (1.8012)  bbox_ctrness: 0.6487 (0.6551)  bbox_regression: 0.3811 (0.4447)  classification: 0.5423 (0.7014)  time: 0.2165  data: 0.0034  max mem: 5436
Epoch: [0]  [ 3020/29316]  eta: 1:35:58  lr: 0.005000  loss: 1.5908 (1.8001)  bbox_ctrness: 0.6445 (0.6551)  bbox_regression: 0.3793 (0.4443)  classification: 0.5706 (0.7007)  time: 0.2212  data: 0.0037  max mem: 5436
Epoch: [0]  [ 3040/29316]  eta: 1:35:54  lr: 0.005000  loss: 1.5917 (1.7986)  bbox_ctrness: 0.6492 (0.6550)  bbox_regression: 0.3845 (0.4439)  classification: 0.5346 (0.6997)  time: 0.2203  data: 0.0034  max mem: 5436
Epoch: [0]  [ 3060/29316]  eta: 1:35:50  lr: 0.005000  loss: 1.5815 (1.7974)  bbox_ctrness: 0.6478 (0.6550)  bbox_regression: 0.3746 (0.4435)  classification: 0.5744 (0.6989)  time: 0.2197  data: 0.0034  max mem: 5436
Epoch: [0]  [ 3080/29316]  eta: 1:35:45  lr: 0.005000  loss: 1.5851 (1.7961)  bbox_ctrness: 0.6442 (0.6549)  bbox_regression: 0.3598 (0.4430)  classification: 0.5774 (0.6983)  time: 0.2161  data: 0.0036  max mem: 5436
Epoch: [0]  [ 3100/29316]  eta: 1:35:40  lr: 0.005000  loss: 1.5640 (1.7947)  bbox_ctrness: 0.6400 (0.6548)  bbox_regression: 0.3567 (0.4424)  classification: 0.5722 (0.6975)  time: 0.2147  data: 0.0036  max mem: 5436
Epoch: [0]  [ 3120/29316]  eta: 1:35:36  lr: 0.005000  loss: 1.5782 (1.7934)  bbox_ctrness: 0.6486 (0.6548)  bbox_regression: 0.3780 (0.4420)  classification: 0.5430 (0.6966)  time: 0.2201  data: 0.0034  max mem: 5436
Epoch: [0]  [ 3140/29316]  eta: 1:35:31  lr: 0.005000  loss: 1.6514 (1.7926)  bbox_ctrness: 0.6464 (0.6547)  bbox_regression: 0.3763 (0.4417)  classification: 0.6423 (0.6962)  time: 0.2193  data: 0.0036  max mem: 5436
Epoch: [0]  [ 3160/29316]  eta: 1:35:27  lr: 0.005000  loss: 1.6463 (1.7918)  bbox_ctrness: 0.6421 (0.6547)  bbox_regression: 0.3713 (0.4413)  classification: 0.6457 (0.6958)  time: 0.2193  data: 0.0034  max mem: 5436
Epoch: [0]  [ 3180/29316]  eta: 1:35:22  lr: 0.005000  loss: 1.6687 (1.7911)  bbox_ctrness: 0.6434 (0.6546)  bbox_regression: 0.3726 (0.4409)  classification: 0.6412 (0.6956)  time: 0.2158  data: 0.0036  max mem: 5436
Epoch: [0]  [ 3200/29316]  eta: 1:35:18  lr: 0.005000  loss: 1.6211 (1.7900)  bbox_ctrness: 0.6407 (0.6545)  bbox_regression: 0.3721 (0.4405)  classification: 0.6086 (0.6950)  time: 0.2200  data: 0.0036  max mem: 5436
Epoch: [0]  [ 3220/29316]  eta: 1:35:14  lr: 0.005000  loss: 1.6027 (1.7888)  bbox_ctrness: 0.6428 (0.6544)  bbox_regression: 0.3645 (0.4400)  classification: 0.5793 (0.6943)  time: 0.2218  data: 0.0037  max mem: 5436
Epoch: [0]  [ 3240/29316]  eta: 1:35:10  lr: 0.005000  loss: 1.5706 (1.7875)  bbox_ctrness: 0.6429 (0.6544)  bbox_regression: 0.3691 (0.4396)  classification: 0.5585 (0.6935)  time: 0.2188  data: 0.0037  max mem: 5436
Epoch: [0]  [ 3260/29316]  eta: 1:35:05  lr: 0.005000  loss: 1.6535 (1.7865)  bbox_ctrness: 0.6483 (0.6544)  bbox_regression: 0.3922 (0.4393)  classification: 0.5891 (0.6928)  time: 0.2184  data: 0.0037  max mem: 5436
Epoch: [0]  [ 3280/29316]  eta: 1:35:01  lr: 0.005000  loss: 1.5589 (1.7853)  bbox_ctrness: 0.6448 (0.6543)  bbox_regression: 0.3801 (0.4390)  classification: 0.5340 (0.6920)  time: 0.2229  data: 0.0035  max mem: 5436
Epoch: [0]  [ 3300/29316]  eta: 1:34:57  lr: 0.005000  loss: 1.5715 (1.7841)  bbox_ctrness: 0.6438 (0.6542)  bbox_regression: 0.3671 (0.4386)  classification: 0.5582 (0.6913)  time: 0.2206  data: 0.0034  max mem: 5436
Epoch: [0]  [ 3320/29316]  eta: 1:34:53  lr: 0.005000  loss: 1.5422 (1.7828)  bbox_ctrness: 0.6415 (0.6542)  bbox_regression: 0.3613 (0.4382)  classification: 0.5480 (0.6904)  time: 0.2195  data: 0.0031  max mem: 5436
Epoch: [0]  [ 3340/29316]  eta: 1:34:49  lr: 0.005000  loss: 1.5705 (1.7815)  bbox_ctrness: 0.6345 (0.6541)  bbox_regression: 0.3522 (0.4378)  classification: 0.5508 (0.6896)  time: 0.2252  data: 0.0036  max mem: 5436
Epoch: [0]  [ 3360/29316]  eta: 1:34:44  lr: 0.005000  loss: 1.6139 (1.7805)  bbox_ctrness: 0.6453 (0.6540)  bbox_regression: 0.3564 (0.4374)  classification: 0.6054 (0.6891)  time: 0.2118  data: 0.0037  max mem: 5436
Epoch: [0]  [ 3380/29316]  eta: 1:34:39  lr: 0.005000  loss: 1.5337 (1.7791)  bbox_ctrness: 0.6390 (0.6539)  bbox_regression: 0.3717 (0.4370)  classification: 0.5352 (0.6882)  time: 0.2174  data: 0.0035  max mem: 5436
Epoch: [0]  [ 3400/29316]  eta: 1:34:35  lr: 0.005000  loss: 1.5219 (1.7779)  bbox_ctrness: 0.6357 (0.6538)  bbox_regression: 0.3498 (0.4365)  classification: 0.5379 (0.6876)  time: 0.2209  data: 0.0034  max mem: 5436
Epoch: [0]  [ 3420/29316]  eta: 1:34:31  lr: 0.005000  loss: 1.5477 (1.7769)  bbox_ctrness: 0.6466 (0.6538)  bbox_regression: 0.3724 (0.4362)  classification: 0.5254 (0.6869)  time: 0.2186  data: 0.0033  max mem: 5436
Epoch: [0]  [ 3440/29316]  eta: 1:34:27  lr: 0.005000  loss: 1.6060 (1.7758)  bbox_ctrness: 0.6441 (0.6537)  bbox_regression: 0.3479 (0.4358)  classification: 0.5569 (0.6862)  time: 0.2226  data: 0.0036  max mem: 5436
Epoch: [0]  [ 3460/29316]  eta: 1:34:23  lr: 0.005000  loss: 1.6048 (1.7748)  bbox_ctrness: 0.6386 (0.6536)  bbox_regression: 0.3811 (0.4355)  classification: 0.5604 (0.6857)  time: 0.2195  data: 0.0036  max mem: 5436
Epoch: [0]  [ 3480/29316]  eta: 1:34:18  lr: 0.005000  loss: 1.5179 (1.7736)  bbox_ctrness: 0.6399 (0.6536)  bbox_regression: 0.3550 (0.4350)  classification: 0.5552 (0.6850)  time: 0.2163  data: 0.0035  max mem: 5436
Epoch: [0]  [ 3500/29316]  eta: 1:34:13  lr: 0.005000  loss: 1.5686 (1.7723)  bbox_ctrness: 0.6348 (0.6535)  bbox_regression: 0.3378 (0.4345)  classification: 0.5659 (0.6843)  time: 0.2187  data: 0.0035  max mem: 5436
Epoch: [0]  [ 3520/29316]  eta: 1:34:09  lr: 0.005000  loss: 1.6149 (1.7714)  bbox_ctrness: 0.6400 (0.6534)  bbox_regression: 0.3584 (0.4341)  classification: 0.6022 (0.6839)  time: 0.2213  data: 0.0035  max mem: 5436
Epoch: [0]  [ 3540/29316]  eta: 1:34:05  lr: 0.005000  loss: 1.5790 (1.7704)  bbox_ctrness: 0.6404 (0.6533)  bbox_regression: 0.3730 (0.4337)  classification: 0.5871 (0.6834)  time: 0.2177  data: 0.0034  max mem: 5436
